id,Название,Класс энергетической эффективности,Ввод в эксплуатацию,Класс недвижимости,Материал стен,Тип отделки,Свободная планировка,Количество этажей,Количество квартир,"Жилая площадь, м²","Высота потолков, м",Велосипедные дорожки,Количество детских площадок,Количество спортивных площадок,Количество площадок для сбора мусора,Количество мест в паркинге,Гостевые места на придомовой территории,Гостевые места вне придомовой территории,Наличие пандуса,Наличие понижающих площадок,Количество инвалидных подъемников,Количество подъездов,Количество пассажирских лифтов,Количество грузовыхи грузопассажирских лифтов,Индекс доступности инфраструктуры,Количество спортивныхплощадок,Наличие понижающихплощадок,Доступность инфраструктуры,Транспортная доступность,Индекс транспортной доступности,Зеленые зоны,Качество воздуха,Индекс зеленой зоны,Индекс качества воздуха
8938,"Е.квартал ""Мир Внутри""",B,IV кв. 2024,Комфорт,Другое,Нет,Нет,1,Нет,Нет,Нет,Есть,7,,7,Нет,40,Нет,Есть,,Нет,-,Нет,Нет,,1,Есть,1,,,1,,,
55354,"г. Самара, Кировский район, В границах улиц Металлистов, Енисейская, Советская, проспект Металлургов",B,III кв. 2024,Типовой,Монолит-кирпич,1 вариант,Нет,16,84,5 533,"2,5",Нет,2,Нет,1,Нет,59,Нет,Есть,Есть,Нет,1,1,1,10,,,,,3,,,,
54034,"г. Ангарск, д. 8",C,IV кв. 2024,Комфорт,Монолит-кирпич,1 вариант,Нет,9,90,3 753,"2,75",Нет,1,1,1,Нет,28,Нет,Есть,Есть,Нет,2,Нет,2,8,,,,,,,,,
42605,"ЖК ""Сталинградский"" ",B,IV кв. 2024,Комфорт,Монолит-кирпич,Нет,Нет,25,220,11 399,"2,7",Есть,4,,1,Нет,Нет,70,Есть,,Нет,1,2,2,,1,Есть,7,,,,,,
42463,"ЖК ""Тайм Сквер""",B,II кв. 2024,Комфорт,Монолит-кирпич,1 вариант,Нет,14,142,6 163,"2,74 - 3,04",Нет,1,,1,Нет,14,Нет,Нет,,Нет,1,Нет,2,,1,Есть,5,1,,9,,,
49693,Яналиф,B,IV кв. 2026,Элитный,Монолит-кирпич,1 вариант,Нет,21,228,16 170,"3,3 - 4",Нет,3,,1,214,7,24,Нет,,Нет,3,7,Нет,,1,Нет,6,4,,,,,
52665,"Жилой квартал ""Начало""",B,IV кв. 2024,Комфорт,Другое,1 вариант,Нет,12,240,14 570,"2,5",Нет,1,,1,Нет,132,Нет,Есть,,Нет,6,Нет,6,,2,Есть,6,,,,,,
48736,"Жилой комплекс ""Митинский лес""",A++,III кв. 2025,Типовой,Другое,1 вариант,Нет,33,1459,60 642,"2,68",Нет,2,,Нет,283,75,21,Нет,,Нет,7,19,Нет,,2,Есть,7,2,,6,,,
56491,"п. Пригородный, литера 1",A,III кв. 2028,Комфорт,Монолит-кирпич,1 вариант,Нет,10,220,11 195,"2,74 - 3,04",Нет,1,1,1,Нет,52,Нет,Есть,Есть,Нет,3,3,Нет,2,,,,,,,,,
46381,ЖК Лесная сказка в г.Заречном,A+,II кв. 2024,Типовой,Монолит-кирпич,1 вариант,Нет,4,47,2 866,"2,68 - 2,7",Нет,1,,1,Нет,7,Нет,Есть,,1,2,Нет,Нет,,1,Есть,4,,,,,,
46667,"п. Молодежный, д. 3",B,I кв. 2025,Комфорт,Монолит-кирпич,1 вариант,Нет,6,68,2 754,"2,7",Нет,1,,1,Нет,29,Нет,Нет,,Нет,2,2,Нет,,1,Есть,2,,,,,,
53491,GloraX Premium Черниговская,B,IV кв. 2026,Бизнес,Монолит-кирпич,Нет,Нет,33,582,32 945,"2,7",Нет,1,1,1,180,Нет,38,Нет,Есть,Нет,2,4,4,9,,,,,5,,,,
53518,Арт Кварталы,B,I кв. 2027,Бизнес,Монолит-кирпич,1 вариант,Нет,14,261,21 447,"2,72 - 3,02",Нет,1,1,2,127,Нет,Нет,Нет,Есть,Нет,7,8,8,10,,,,,,,,,
41129,"""Все Свои VIP""",D,III кв. 2024,Бизнес,Монолит-кирпич,1 вариант,Нет,25,210,10 142,"2,7 - 3",Нет,7,11,3,3,177,Нет,Нет,Есть,Нет,2,6,6,8,,,,,,,,,
27321,"ЖИЛОЙ КОМПЛЕКС ""СОСЕДИ""",B,IV кв. 2025,Комфорт,Другое,1 вариант,Нет,12,78,5 039,3,Нет,3,2,2,Нет,22,58,Есть,Есть,Нет,2,2,Нет,7,,,,,,,,,
47285,"ЖК ""Рекорд 2""",Не нормируется,II кв. 2026,Типовой,Монолит-кирпич,1 вариант,Нет,2,Нет,Нет,Нет,Нет,3,3,4,374,245,Нет,Есть,Есть,Нет,-,Нет,Нет,8,,,,,,,,,
49796,"Жилой комплекс ""Современник""",B,II кв. 2026,Типовой,Кирпич,1 вариант,Нет,17,275,11 567,"2,6",Нет,2,,2,Нет,133,59,Есть,,Нет,2,4,Нет,,2,Есть,9,,,,,,
51819,"г. Благовещенск, район 404 квартал, литера 7",B,IV кв. 2024,Типовой,Монолит-кирпич,1 вариант,Нет,16,93,4 150,"2,65",Нет,1,,1,Нет,23,Нет,Есть,,Нет,1,2,Нет,,1,Есть,7,,,,,,
50807,"МФЦ с наземным паркингом ""Коммунарка""",C,II кв. 2024,Комфорт,Монолит-кирпич,Нет,Нет,7,Нет,Нет,Нет,Нет,Нет,Нет,1,449,Нет,Нет,Нет,Есть,Нет,-,1,Нет,8,,,,,3,,,4,
44431,ЖК Premium park Central,A++,IV кв. 2025,Комфорт,Монолит-кирпич,Нет,Есть,19,460,19 226,"2,7 - 3,3",Нет,2,,1,347,Нет,Нет,Есть,,6,3,6,12,,2,Есть,9,,,,,,
53280,"""Квартал ОНЕГИН""",B,IV кв. 2025,Комфорт,Монолит-кирпич,1 вариант,Есть,11,127,7 064,"2,77 - 3,07",Нет,1,1,1,Нет,32,Нет,Есть,Есть,1,2,Нет,4,8,,,,,,,,,
52675,ЖК Династия Парковый,C,I кв. 2029,Комфорт,Кирпич,1 вариант,Нет,6,80,3 979,"2,7",Нет,2,,3,Нет,Нет,396,Есть,,Нет,2,Нет,Нет,,2,Есть,7,,,,,,
54766,Скандиа.Таунхаусы,B,II кв. 2025,Комфорт,Другое,Нет,Нет,2,6,869,"2,89",Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,1,Нет,Нет,5,,,,,,,,,
45327,Ladozhsky Avenir,B,IV кв. 2024,Бизнес,Монолит-кирпич,1 вариант,Нет,16,Нет,Нет,Нет,Нет,Нет,,1,151,151,13,Есть,,Нет,-,3,2,,Нет,Есть,8,8,,6,,,
27213,"Жилой комплекс""Полярная 25""",A+,I кв. 2025,Типовой,Монолит-кирпич,1 вариант,Нет,34,416,21 434,"2,63",Нет,1,1,1,Нет,4,14,Нет,Есть,Нет,1,4,Нет,9,,,,,4,,,5,6
48338,"г. Павловск, мкр Южный, д. 10",C,I кв. 2024,Типовой,Кирпич,1 вариант,Нет,4,68,3 672,"2,7",Нет,1,,1,Нет,10,Нет,Есть,,Нет,4,Нет,Нет,,1,Есть,4,,,,,,
50401,"Микрорайон ""Хороший""",C,IV кв. 2024,Типовой,Другое,1 вариант,Нет,19,170,8 322,"2,7",Нет,1,,1,Нет,79,249,Нет,,Нет,1,2,1,,1,Есть,2,,,,,,
47052,"г. Находка, ул Спортивная, д. 26",A,I кв. 2027,Бизнес,Монолит-кирпич,1 вариант,Есть,18,128,8 769,"2,7",Нет,1,1,1,Нет,105,Нет,Есть,Есть,Нет,1,1,1,8,,,,,,,,,
49748,"г. Альметьевск, ул Гафиатуллина, д. 48",B,IV кв. 2025,Комфорт,Монолит-кирпич,1 вариант,Нет,1,Нет,Нет,Нет,Нет,Нет,,2,Нет,Нет,17,Есть,,Нет,-,Нет,Нет,,Нет,Есть,8,,,,,,
55093,"город Кузнецк, улица Рабочая, д. 198А",B,II кв. 2025,Комфорт,Кирпич,1 вариант,Нет,12,137,7 488,"2,7",Нет,1,1,1,Нет,81,Нет,Есть,Нет,Нет,3,3,3,7,,,,,,,,,
55460,"Жилой комплекс ""На Цветаевой""",C,IV кв. 2025,Комфорт,Кирпич,1 вариант,Нет,11,101,5 963,"2,72",Нет,1,1,1,36,36,38,Есть,Есть,Нет,1,2,Нет,4,,,,,,,,,
48824,Хрустальный парк,A+,III кв. 2024,Комфорт,Другое,1 вариант,Есть,3,24,1 325,"2,74 - 2,89",Нет,1,,1,Нет,88,Нет,Есть,,Нет,1,1,Нет,,1,Есть,1,,,,,,
53297,"Жилой комплекс ""Южный Парк""",C,IV кв. 2026,Комфорт,Монолит-кирпич,1 вариант,Есть,9,77,3 348,"2,85",Есть,1,1,1,Нет,730,70,Есть,Есть,Нет,1,1,1,6,,,,,,,,,
8921,"Е.квартал ""Мир Внутри""",B,III кв. 2024,Комфорт,Монолит-кирпич,Нет,Нет,7,Нет,Нет,Нет,Есть,7,,7,Нет,40,Нет,Есть,,Нет,-,Нет,4,,1,Есть,1,,,1,,,
54253,"г. Тула, Шоссе Веневское",B,II кв. 2025,Комфорт,Монолит-кирпич,Нет,Нет,16,250,14 125,"2,72",Есть,2,2,2,Нет,89,Нет,Нет,Есть,Нет,3,4,1,5,,,,,,,,,
52302,"г. Ярославль, строение 16",B,I кв. 2025,Комфорт,Кирпич,1 вариант,Нет,10,125,5 709,"2,7",Нет,1,1,1,Нет,12,24,Нет,Есть,Нет,2,Нет,2,7,,,,,,,,,
46493,"ЖК ""Друг""",B,I кв. 2026,Комфорт,Монолит-кирпич,1 вариант,Нет,18,450,19 160,"2,7",Нет,2,,5,Нет,391,Нет,Есть,,3,3,3,3,,4,Есть,3,,,,,,
53712,"Жилой комплекс""Артмил""(ЖК""Артмил"")",A,I кв. 2025,Комфорт,Монолит-кирпич,1 вариант,Нет,11,93,5 350,"2,76",Нет,2,2,1,35,15,Нет,Есть,Есть,Нет,2,Нет,2,8,,,,,,,,,
46513,"г. Пенза, ул Герцена",B,III кв. 2025,Комфорт,Кирпич,1 вариант,Нет,19,98,4 310,"2,52 - 2,72",Нет,1,,1,Нет,10,Нет,Нет,,Нет,1,2,1,,1,Есть,9,,,,,,
50939,"Коттеджный поселок ""ОЛИМП""-жилой дом 3",B,III кв. 2024,Комфорт,Кирпич,1 вариант,Есть,2,7,774,"2,8",Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Есть,Нет,7,Нет,Нет,1,,,,,,,,,
56139,Жилой комплекс Формат-2. Жилой дом 14,B,I кв. 2025,Комфорт,Другое,1 вариант,Нет,9,163,9 662,"2,7",Есть,2,2,1,Нет,75,7,Нет,Есть,Нет,5,5,Нет,2,,,,,,,,,
29097,"ЖК ""Город у реки""",B,II кв. 2024,Комфорт,Монолит-кирпич,1 вариант,Нет,30,573,26 392,"2,7 - 3",Нет,1,1,1,Нет,15,Нет,Есть,Есть,Нет,2,Нет,8,8,,,,,,,,,
43148,Жилой комплекс «Панорама парк Сосновка»; ЖК «Панорама парк Сосновка»; «Панорама парк Сосновка»; Жилой комплекс «Панорама парк»; ЖК «Панорама парк»; «Панорама парк»; Жилой комплекс «Панорама»; ЖК «Панорама»; «Панорама»,B,III кв. 2024,Комфорт,Монолит-кирпич,1 вариант,Нет,11,247,11 163,"2,77 - 3,54",Нет,1,,Нет,Нет,93,Нет,Есть,,2,4,2,4,,1,Есть,9,6,,8,,,
55014,"""СОЛНЕЧНЫЙ ПАРК"".ЖК""СОЛНЕЧНЫЙ ПАРК""",B,IV кв. 2025,Типовой,Монолит-кирпич,1 вариант,Нет,13,139,5 101,"2,7 - 3",Нет,1,1,1,Нет,3,Нет,Нет,Есть,Нет,1,2,Нет,3,,,,,,,,,
50730,"г. Нижний Новгород, пр-кт Кирова, д. 2А",C,IV кв. 2024,Комфорт,Монолит-кирпич,1 вариант,Нет,8,102,5 420,"2,7",Нет,1,,1,29,21,Нет,Есть,,Нет,3,Нет,3,,Нет,Есть,9,2,,,,,
56212,"Жилой комплекс ""1-й Измайловский""",A,IV кв. 2026,Комфорт,Другое,1 вариант,Есть,26,726,32 110,"2,82 - 3,22",Есть,2,1,1,175,175,472,Нет,Есть,Нет,4,4,6,9,,,,,4,,,8,
56085,"г. Томск, пер Нижний, д. 51, вл. дом",C,I кв. 2026,Комфорт,Кирпич,1 вариант,Нет,10,214,9 922,"2,53",Нет,3,1,1,Нет,24,Нет,Есть,Есть,1,3,3,Нет,7,,,,,,,,,
42908,"г. Москва, район Богородское р-н, ул 3-я Гражданская, вл. 35",B,I кв. 2024,Бизнес,Монолит-кирпич,1 вариант,Нет,23,487,28 152,"2,7 - 6",Нет,1,,1,192,Нет,Нет,Есть,,Нет,4,5,4,,1,Есть,9,7,,8,6,,
54037,"Жилой комплекс ""Каштановая Роща""",B,III кв. 2025,Комфорт,Другое,Нет,Есть,18,176,7 016,"2,74 - 3,04",Нет,2,1,1,Нет,5,22,Есть,Есть,Нет,1,2,4,6,,,,,,,,,
56795,"ЖК ""ЛИТЕЙНЫЙ""",B,I кв. 2026,Комфорт,Монолит-кирпич,1 вариант,Нет,19,176,10 375,"2,82",Нет,1,1,1,Нет,37,75,Есть,Есть,Нет,3,3,3,9,,,,,,,,,
43261,ОСТРОВ,A,I кв. 2025,Бизнес,Монолит-кирпич,1 вариант,Есть,22,130,9 750,"3,1 - 3,55",Нет,2,,4,Нет,103,Нет,Нет,,Нет,1,2,1,,2,Есть,5,4,,9,8,,
55249,"ЖК ""СНЕГИРИ-2""",Не нормируется,IV кв. 2025,Бизнес,Другое,Нет,Есть,1,Нет,Нет,Нет,Нет,Нет,Нет,Нет,1,Нет,Нет,Есть,Есть,Нет,-,Нет,Нет,3,,,,,,,,,
43633,ЖК Новоград Павлино,A,II кв. 2024,Комфорт,Монолит-кирпич,Нет,Есть,23,527,21 567,"2,74 - 3,04",Нет,1,1,1,Нет,77,Нет,Есть,Есть,Нет,2,4,8,8,,,,,,,,,
44751,"Жилой комплекс ""Спутник Сити""",C,IV кв. 2025,Комфорт,Монолит-кирпич,1 вариант,Нет,10,131,6 737,"2,91",Нет,1,,2,Нет,117,88,Есть,,Нет,3,3,3,,1,Есть,7,,,,,,
52063,"Жилой комплекс ""Люблинский парк""",A,IV кв. 2025,Типовой,Другое,1 вариант,Нет,34,1376,54 230,"2,62",Нет,1,1,2,219,24,67,Нет,Есть,Нет,4,12,Нет,9,,,,,5,,,8,
49848,"Жилой комплекс ""Самара Сити""",A,IV кв. 2026,Бизнес,Монолит-кирпич,Нет,Нет,32,307,22 536,"2,98 - 3,35",Нет,1,,1,213,Нет,5,Нет,,1,1,5,7,,Нет,Есть,10,6,,,,,
46496,"ЖК ""Друг""",B,III кв. 2026,Комфорт,Монолит-кирпич,1 вариант,Нет,14,240,10 602,"2,7",Нет,2,,5,Нет,391,Нет,Есть,,2,2,2,2,,4,Есть,3,,,,,,
56548,Моменты.Repino,D,I кв. 2026,Бизнес,Монолит-кирпич,1 вариант,Нет,2,8,809,"3,4",Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,1,Нет,Нет,1,,,,,,,,,
55859,"ЖК ""Культура""",B,I кв. 2027,Бизнес,Монолит-кирпич,Нет,Нет,9,Нет,Нет,Нет,Нет,Нет,Нет,1,788,Нет,Нет,Есть,Есть,Нет,-,Нет,2,9,,,,,,,,,
56665,г. Йошкар-Ола,B,IV кв. 2025,Комфорт,Кирпич,1 вариант,Нет,10,223,12 583,"2,7",Есть,1,1,3,Нет,23,20,Есть,Есть,Нет,7,7,Нет,5,,,,,,,,,
19457,ЖК LOVO ,C,IV кв. 2025,Комфорт,Монолит-кирпич,1 вариант,Нет,17,166,9 945,"2,75",Нет,1,,Нет,96,2,10,Есть,,Нет,3,3,8,,1,Есть,7,,,,,,
48244,"г. Брянск, ул Комарова",B,IV кв. 2025,Комфорт,Монолит-кирпич,1 вариант,Нет,21,129,6 738,"2,72",Нет,1,,1,Нет,51,Нет,Есть,,Нет,1,1,1,,Нет,Есть,6,,,,,,
49566,"ЖК ""Чайка"" дом 2 ""Океан""",A+,II кв. 2024,Бизнес,Монолит-кирпич,1 вариант,Нет,29,190,11 646,"2,7 - 2,86",Нет,2,,1,297,Нет,40,Есть,,Нет,1,2,1,,1,Есть,5,,,,,,
41401,Северная долина,C,III кв. 2024,Комфорт,Монолит-кирпич,1 вариант,Нет,27,120,6 819,"2,55",Нет,2,,6,Нет,Нет,Нет,Есть,,Нет,1,2,3,,4,Есть,8,1,,4,,,
50542,ЖК Югтаун квартал Австралия,A,III кв. 2025,Комфорт,Монолит-кирпич,1 вариант,Нет,6,251,12 129,"2,77",Нет,1,,1,Нет,2,Нет,Нет,,Нет,5,5,Нет,,1,Есть,3,3,,9,,,
50489,"ЖК""Октябрьская набережная""",A,IV кв. 2025,Комфорт,Другое,1 вариант,Нет,26,408,12 055,"2,55",Есть,2,,1,Нет,22,Нет,Нет,,Нет,1,3,5,,1,Есть,7,6,,5,,,
50583,"ЖК ""Семейный""",B,IV кв. 2024,Типовой,Монолит-кирпич,1 вариант,Нет,10,135,6 655,"2,55",Нет,1,,1,Нет,98,Нет,Есть,,Нет,3,3,3,,1,Есть,5,,,,,,
54529,ЖК Мой город,A++,III кв. 2027,Типовой,Монолит-кирпич,Нет,Нет,10,112,4 037,"2,62",Нет,1,1,1,Нет,21,Нет,Есть,Есть,Нет,2,2,Нет,4,,,,,,,,,
54581,Квартал В17 корпус 4 СберСити,A,I кв. 2026,Комфорт,Монолит-кирпич,1 вариант,Нет,11,55,4 045,"2,9 - 3,5",Нет,2,1,2,Нет,Нет,30,Нет,Нет,Нет,2,1,1,5,,,,,2,,,5,
42089,Жилой комплекс на Пархоменко,B,IV кв. 2024,Типовой,Монолит-кирпич,1 вариант,Нет,28,350,13 496,"2,5",Нет,1,,1,Нет,8,28,Есть,,Нет,1,3,Нет,,2,Нет,10,,,,,,
56270,Upside Towers,A+,II кв. 2027,Бизнес,Монолит-кирпич,1 вариант,Есть,58,1179,67 699,"2,95 - 3,68",Нет,5,2,1,Нет,83,Нет,Нет,Есть,Нет,2,Нет,12,9,,,,,7,,,8,
56115,"ЖК ""Столетов""",B,IV кв. 2026,Типовой,Монолит,1 вариант,Нет,18,154,7 550,"2,72",Есть,1,1,1,Нет,52,25,Есть,Есть,Нет,1,Нет,2,9,,,,,4,,,,
52762,"ЖК ""А101 Лаголово""",C,III кв. 2025,Комфорт,Монолит-кирпич,1 вариант,Есть,10,87,3 812,"2,95 - 4,66",Нет,2,,2,Нет,69,290,Нет,,Нет,1,Нет,1,,2,Есть,4,,,,,,
49996,"""Березки-3"" дом 15",A,IV кв. 2024,Типовой,Кирпич,1 вариант,Есть,2,34,2 217,"2,86",Есть,Нет,Нет,1,Нет,7,Нет,Нет,Есть,Нет,34,Нет,Нет,1,,,,,,,,,
52544,"с. Джалган, блок-секция А2, Б1",E,IV кв. 2024,Комфорт,Монолит-кирпич,1 вариант,Нет,5,105,6 302,"3,1",Нет,1,1,1,Нет,25,25,Есть,Есть,Нет,4,4,Нет,3,,,,,,,,,
18762,"г. Вологда, ул Архангельская, д. 12",B,II кв. 2029,Комфорт,Кирпич,Нет,Нет,16,112,4 494,"2,5",Нет,1,,1,Нет,25,Нет,Нет,,1,1,2,Нет,,1,Есть,8,,,,,,
51051,"ЖК ""А101 Всеволожск""",B,I кв. 2025,Комфорт,Монолит-кирпич,1 вариант,Нет,8,55,2 708,"2,71 - 4,51",Нет,3,,3,Нет,291,540,Нет,,Нет,2,Нет,3,,2,Есть,7,,,,,,
54393,ЖК Малахит,A++,II кв. 2026,Комфорт,Монолит-кирпич,1 вариант,Есть,4,Нет,Нет,Нет,Нет,2,1,1,186,Нет,5,Нет,Есть,1,-,Нет,Нет,5,,,,,,,,,
50413,"г. Ярославль, район Дзержинский р-н, Мкр Мкр.12, литера 1",B,III кв. 2024,Типовой,Монолит-кирпич,Нет,Нет,11,202,8 269,"2,5",Нет,1,,1,Нет,15,Нет,Есть,,Нет,4,4,8,,1,Нет,8,,,,,,
54890,Живой район «Огни» 3 квартал ,B,III кв. 2025,Комфорт,Монолит-кирпич,1 вариант,Нет,6,43,1 734,"2,76 - 5,76",Нет,2,2,2,Нет,96,Нет,Нет,Есть,Нет,1,1,Нет,2,,,,,,,,,
55413,ЖК Бабаевского,B,IV кв. 2024,Типовой,Панель,1 вариант,Нет,14,277,12 604,"2,76",Есть,2,1,1,Нет,140,167,Есть,Есть,5,5,5,5,6,,,,,,,,,
47385,Город-парк Переделкино Ближнее (17ф 4к),A,I кв. 2025,Комфорт,Другое,1 вариант,Нет,10,157,8 518,"3,03 - 3,93",Нет,3,,1,Нет,33,117,Нет,,Нет,4,Нет,4,,2,Есть,7,2,,1,,,
54838,"г. Казань, ул Сабантуй",C,IV кв. 2024,Комфорт,Кирпич,1 вариант,Нет,2,1,136,3,Нет,1,Нет,Нет,Нет,Нет,Нет,Нет,Есть,Нет,1,Нет,Нет,3,,,,,,,,,
52002,"ЖК ""KII""",A+,II кв. 2025,Комфорт,Кирпич,1 вариант,Есть,13,95,6 152,"2,7 - 3,15",Нет,1,,1,Нет,43,Нет,Нет,,Нет,1,Нет,1,,1,Есть,9,,,,,,
48114,Звёздный,C,II кв. 2024,Типовой,Монолит-кирпич,1 вариант,Нет,6,153,6 513,"2,75",Есть,1,Нет,1,Нет,25,40,Есть,Есть,5,3,Нет,3,3,,,,,,,,,
55645,ОСТРОВ,A++,II кв. 2026,Элитный,Монолит-кирпич,1 вариант,Есть,8,14,2 523,"3,85 - 4,6",Нет,1,1,1,49,Нет,Нет,Нет,Есть,Нет,1,Нет,4,5,,,,,7,,,10,
55379,Невская Долина корпус 2.1,B,I кв. 2026,Комфорт,Монолит-кирпич,1 вариант,Нет,16,372,13 132,"2,77 - 4,12",Нет,3,3,2,Нет,210,216,Нет,Есть,Нет,2,2,2,1,,,,,,,,,
55875,"г. Обнинск, улица Табулевича",A+,III кв. 2024,Комфорт,Панель,1 вариант,Нет,20,264,15 332,"2,55 - 2,64",Нет,2,3,1,Нет,159,60,Есть,Есть,Нет,2,2,2,8,,,,,,,,,
46780,"Жилой комплекс ""Мир Труд Май""",A,I кв. 2024,Комфорт,Монолит-кирпич,1 вариант,Нет,14,249,14 077,"2,7",Есть,1,1,1,154,3,Нет,Нет,Есть,Нет,6,2,6,9,,,,,4,,,,
56323,"Таун-парк ""АНДЕРСЕН""",A,IV кв. 2024,Типовой,Кирпич,1 вариант,Нет,2,1,162,3,Нет,Нет,Нет,1,Нет,1,138,Есть,Есть,Нет,1,Нет,Нет,1,,,,,,,,,
33814,"г. Омск, б-р Архитекторов, д. 4",B,IV кв. 2026,Типовой,Монолит-кирпич,1 вариант,Есть,11,232,10 651,"2,7",Нет,1,,1,Нет,7,280,Есть,,Нет,5,5,Нет,,1,Есть,8,,,,,,
29761,"Жилой комплекс ""СОЛЯНКА ПАРК""",C,III кв. 2024,Комфорт,Другое,1 вариант,Нет,10,445,20 433,"2,8",Нет,1,,1,Нет,510,Нет,Есть,,Нет,4,4,Нет,,2,Есть,7,,,,,,
29212,"ЖК ""Рижский"" 1 этап",A,II кв. 2024,Типовой,Монолит-кирпич,1 вариант,Нет,25,307,18 026,"2,7",Нет,1,1,Нет,131,Нет,136,Есть,Есть,Нет,2,5,9,9,,,,,8,,,,
56132,ЖК Соборный,C,IV кв. 2030,Комфорт,Монолит-кирпич,1 вариант,Нет,9,103,6 772,3,Нет,1,1,1,Нет,85,Нет,Нет,Есть,Нет,2,Нет,2,6,,,,,,,,,
47708,"г. Вологда, ул Ягодная",C,IV кв. 2025,Комфорт,Кирпич,1 вариант,Нет,5,55,4 261,3,Нет,1,,2,Нет,10,Нет,Нет,,1,2,2,2,,1,Нет,8,,,,,,
40606,"ЖК""Ломоносов""",B,III кв. 2024,Комфорт,Монолит-кирпич,1 вариант,Нет,17,135,6 478,"2,85",Нет,1,1,1,Нет,20,15,Нет,Есть,Нет,1,2,Нет,8,,,,,,,,,
50116,Жилые кварталы Город звезд,B,IV кв. 2025,Комфорт,Монолит-кирпич,1 вариант,Нет,18,442,14 556,"2,77 - 3",Есть,2,,1,Нет,93,101,Нет,,2,3,3,3,,1,Есть,7,,,,,,
46873,ЖК Sunrise,A+,II кв. 2026,Комфорт,Монолит-кирпич,1 вариант,Есть,8,49,3 332,"2,8",Нет,1,1,1,Нет,Нет,Нет,Нет,Есть,Нет,1,1,Нет,9,,,,,,,,,
