id,Название,Класс энергетической эффективности,Ввод в эксплуатацию,Класс недвижимости,Материал стен,Тип отделки,Свободная планировка,Количество этажей,Количество квартир,"Жилая площадь, м²","Высота потолков, м",Велосипедные дорожки,Количество детских площадок,Количество спортивных площадок,Количество площадок для сбора мусора,Количество мест в паркинге,Гостевые места на придомовой территории,Гостевые места вне придомовой территории,Наличие пандуса,Наличие понижающих площадок,Количество инвалидных подъемников,Количество подъездов,Количество пассажирских лифтов,Количество грузовыхи грузопассажирских лифтов,Индекс доступности инфраструктуры,Количество спортивныхплощадок,Наличие понижающихплощадок,Доступность инфраструктуры,Транспортная доступность,Индекс транспортной доступности,Зеленые зоны,Качество воздуха,Индекс зеленой зоны,Индекс качества воздуха
44938,"г. Иркутск, ул Гравийная, блок-секция 3",B,IV кв. 2024,Комфорт,Монолит-кирпич,1 вариант,Есть,15,186,8 409,"2,72 - 2,74",Нет,1,,Нет,Нет,Нет,35,Есть,,2,2,2,6,,Нет,Есть,6,,,,,,
53765,"Коттеджный поселок ""Удача Юго-Запад""",C,II кв. 2024,Типовой,Кирпич,1 вариант,Нет,2,12,1 100,"2,6",Нет,1,1,1,Нет,12,10,Нет,Нет,Нет,12,Нет,Нет,6,,,,,,,,,
55289,Многоквартирный жилой дом 6 по ГП Кор. 1,B,III кв. 2026,Типовой,Монолит-кирпич,1 вариант,Нет,9,108,4 905,"2,77 - 3,07",Нет,1,1,1,Нет,52,Нет,Нет,Есть,Нет,3,3,Нет,1,,,,,,,,,
50464,"г. Кемерово, пр-кт Ленинградский, д. 55, корпус 2",B,I кв. 2025,Комфорт,Кирпич,Нет,Нет,14,272,14 421,"2,7",Есть,1,,1,Нет,38,Нет,Есть,,3,3,3,6,,2,Есть,9,,,,,,
48073,Йондоз,B,IV кв. 2024,Комфорт,Монолит-кирпич,1 вариант,Нет,25,276,12 967,"2,7",Нет,1,1,1,Нет,15,Нет,Есть,Есть,Нет,1,1,5,7,,,,,,,,,
47553,"г. Сосновоборск, пр-кт Мира, д. 19, блок-секция I-IV",B,III кв. 2025,Типовой,Монолит-кирпич,1 вариант,Нет,11,120,5 667,"2,55",Нет,3,,Нет,Нет,23,98,Есть,,Нет,2,4,Нет,,1,Есть,7,,,,,,
56657,Отрада на реке (Кварталы Отрада),B,IV кв. 2026,Бизнес,Монолит-кирпич,1 вариант,Есть,2,1,254,3,Нет,2,2,2,Нет,2,10,Есть,Есть,Нет,1,Нет,Нет,6,,,,,,,,,
54516,"с. Пестрецы, ул Казанская, д. 3, строение 3",C,IV кв. 2024,Комфорт,Кирпич,1 вариант,Нет,5,60,2 802,"2,7",Нет,2,2,2,Нет,330,67,Есть,Есть,Нет,3,Нет,Нет,3,,,,,,,,,
48751,Мы.Клубный пригород,B,II кв. 2024,Комфорт,Монолит-кирпич,1 вариант,Нет,9,224,10 871,"2,57",Нет,1,,1,Нет,15,Нет,Есть,,Нет,3,3,Нет,,1,Есть,4,,,,,,
49876,"Жилой квартал ""Гранд Квартал""",C,III кв. 2025,Комфорт,Другое,Нет,Нет,9,56,2 490,"2,75 - 3",Есть,1,,1,Нет,43,Нет,Нет,,Нет,1,1,Нет,,4,Есть,5,,,,,,
45921,"Жилой комплекс ""Центральный""",B,II кв. 2026,Комфорт,Монолит-кирпич,1 вариант,Нет,22,216,8 811,"2,7",Нет,1,,5,74,74,Нет,Есть,,Нет,1,1,1,,1,Есть,7,,,,,,
52221,"ЖК ""Андреевка LIFE""",A+,II кв. 2025,Комфорт,Монолит-кирпич,1 вариант,Нет,18,160,7 438,"2,69",Нет,1,Нет,Нет,Нет,28,Нет,Нет,Есть,Нет,1,1,1,8,,,,,,,,,
56539,Жилой комплекс ДЗЕНПАРК,B,IV кв. 2025,Комфорт,Монолит-кирпич,1 вариант,Нет,4,104,3 191,"2,72",Нет,10,8,5,Нет,521,127,Есть,Есть,Нет,2,Нет,2,1,,,,,,,,,
56912,Покровский. Жилой дом 4,D,IV кв. 2026,Комфорт,Монолит-кирпич,1 вариант,Нет,18,181,8 468,"2,61 - 3,02",Нет,1,1,1,Нет,60,Нет,Есть,Есть,Нет,1,2,Нет,9,,,,,,,,,
53667,РАЗУМ в Академическом,C,IV кв. 2025,Комфорт,Другое,1 вариант,Нет,13,151,5 832,"2,72",Нет,2,2,1,Нет,15,280,Есть,Есть,Нет,1,Нет,4,5,,,,,,,,,
52251,"Жилой комплекс ""Облака""",C,I кв. 2026,Комфорт,Кирпич,1 вариант,Нет,12,80,3 154,"2,5",Нет,2,2,2,Нет,227,Нет,Нет,Есть,Нет,1,1,Нет,8,,,,,,,,,
44235,"г. Омск, ул 1-я Затонская, д. 1",B,III кв. 2024,Элитный,Кирпич,1 вариант,Есть,21,103,7 483,"2,7 - 3",Нет,1,,1,80,24,36,Есть,,Нет,1,2,2,,1,Есть,8,,,,,,
43393,ЖК Резиденции Сколково,A++,III кв. 2024,Бизнес,Другое,1 вариант,Нет,10,243,19 399,"3,03 - 3,63",Нет,1,Нет,1,Нет,19,66,Нет,Есть,Нет,5,5,5,6,,,,,,,,,6
52688,"""Березки"" д.16",A,IV кв. 2024,Комфорт,Кирпич,1 вариант,Есть,2,56,2 668,"2,7",Есть,1,,1,Нет,11,Нет,Нет,,Нет,56,Нет,Нет,,1,Есть,7,,,,,,
51850,"Жилой Комплекс ""Одинцовские кварталы""",B,II кв. 2025,Комфорт,Монолит-кирпич,Нет,Есть,5,36,1 456,"2,8",Нет,2,,1,Нет,48,Нет,Есть,,Нет,3,Нет,Нет,,1,Есть,5,,,,,,
51428,"Микрорайон ""Долина"" DARS",B,IV кв. 2024,Типовой,Кирпич,Нет,Нет,4,39,1 918,"2,59",Нет,1,1,1,Нет,Нет,101,Нет,Есть,Нет,3,Нет,Нет,3,,,,,,,,,
48096,"""Жигулина роща""",D,I кв. 2025,Комфорт,Монолит-кирпич,1 вариант,Нет,21,119,6 332,"2,8",Нет,2,3,1,Нет,Нет,5,Нет,Есть,Нет,1,1,1,6,,,,,,,,,
55382,Невская Долина корпус 2.4,B,I кв. 2026,Комфорт,Монолит-кирпич,1 вариант,Нет,19,231,9 067,"2,77 - 4,12",Нет,3,3,2,Нет,210,216,Нет,Есть,Нет,1,Нет,3,1,,,,,,,,,
27316,"ЖК ""Лучший"" ЛИТЕР 1",C,II кв. 2024,Комфорт,Монолит-кирпич,1 вариант,Нет,26,1459,62 291,"2,7",Нет,1,1,1,Нет,83,Нет,Есть,Есть,Нет,5,5,10,7,,,,,,,,,
50214,"ЖК ""Эко Бунино""",A+,IV кв. 2025,Комфорт,Другое,Нет,Есть,24,1266,53 497,"2,7 - 3,6",Нет,2,,2,Нет,68,88,Есть,,Нет,10,28,28,,1,Есть,6,1,,2,,,
52012,"г. Саратов, ул Огородная, д. Б/н",B,II кв. 2024,Типовой,Монолит-кирпич,1 вариант,Нет,19,169,6 635,"2,7",Нет,1,,1,Нет,111,22,Есть,,Нет,1,8,Нет,,1,Есть,9,,,,,,
51580,"ЖК ""Цветной бульвар"" Литер 1",B,II кв. 2025,Комфорт,Монолит-кирпич,1 вариант,Нет,9,162,8 073,"2,75",Есть,10,,10,Нет,500,1000,Есть,,Нет,3,3,Нет,,10,Есть,3,,,,,,
52386,ЖК Дом на Евграфова,C,IV кв. 2024,Комфорт,Монолит-кирпич,1 вариант,Нет,4,96,3 200,"2,7",Нет,1,1,1,Нет,80,Нет,Есть,Есть,Нет,2,Нет,Нет,4,,,,,,,,,
54001,"г. Челябинск, район Тракторозаводский",B,IV кв. 2024,Комфорт,Блоки,1 вариант,Нет,11,118,6 378,"2,54 - 2,64",Нет,1,1,1,Нет,28,12,Есть,Есть,Нет,3,Нет,3,6,,,,,,,,,
53539,"ЖК ""Семейный""",B,I кв. 2025,Типовой,Панель,1 вариант,Нет,11,180,8 184,"2,71",Нет,1,1,1,Нет,152,Нет,Нет,Есть,Нет,2,2,2,5,,,,,,,,,
54100,"ЖК ""Аккорд""",A,IV кв. 2025,Комфорт,Монолит-кирпич,1 вариант,Есть,3,Нет,Нет,Нет,Есть,1,1,2,120,154,Нет,Нет,Нет,Нет,-,Нет,Нет,6,,,,,,,,,
49662,"ЖК ""Самолет 6""",Не нормируется,I кв. 2026,Комфорт,Монолит-кирпич,1 вариант,Нет,2,Нет,Нет,Нет,Нет,10,,6,153,221,Нет,Есть,,Нет,-,Нет,Нет,,14,Есть,5,,,,,,
42706,"г. Белгород, ул Виктора Лосева",B,I кв. 2027,Комфорт,Другое,1 вариант,Нет,4,48,2 255,"2,72",Нет,Нет,,1,Нет,16,32,Нет,,Нет,4,Нет,Нет,,2,Есть,1,,,,,,
55600,Полёт Умный квартал Кластер 11,C,II кв. 2028,Комфорт,Монолит-кирпич,1 вариант,Нет,13,347,18 358,"2,75",Есть,1,1,1,Нет,40,45,Нет,Есть,Нет,7,4,18,7,,,,,,,,,
54098,"ЖК ""Аккорд""",A,IV кв. 2025,Комфорт,Кирпич,1 вариант,Есть,28,196,11 607,"2,75 - 3,05",Есть,1,1,2,Нет,154,Нет,Нет,Нет,Нет,1,Нет,4,6,,,,,,,,,
47448,"Горки парк, ЖК Горки парк, ",A,III кв. 2024,Типовой,Монолит-кирпич,Нет,Нет,18,496,20 361,"3 - 3,15",Нет,4,,2,Нет,39,147,Нет,,Нет,4,4,4,,4,Есть,2,,,,,,
51786,"г. Нальчик, ул Шогенова, корпус 52, блок-секция А",B,II кв. 2024,Типовой,Кирпич,1 вариант,Есть,5,24,1 601,"2,7",Нет,Нет,,1,Нет,3,Нет,Есть,,Нет,2,Нет,Нет,,Нет,Нет,2,,,,,,
54579,Квартал В17 корпус 2 СберСити,A,I кв. 2026,Комфорт,Монолит-кирпич,1 вариант,Нет,8,103,7 731,"2,9 - 3,5",Нет,2,1,2,Нет,Нет,30,Нет,Нет,Нет,4,4,4,5,,,,,2,,,5,
51386,"д. Алтуховка, д. 20, блок-секция 3,4",C,II кв. 2025,Типовой,Кирпич,1 вариант,Нет,10,80,4 517,"2,5 - 2,8",Нет,1,,1,Нет,42,38,Есть,,Нет,2,2,Нет,,2,Есть,6,,,,,,
49780,"г. Салехард, ул Республики",C,II кв. 2024,Комфорт,Монолит-кирпич,1 вариант,Нет,9,192,9 578,"2,7",Нет,2,,2,Нет,235,Нет,Есть,,5,5,5,5,,2,Есть,7,,,,,,
56696,КОСМОСЖК.РФ,A+,IV кв. 2025,Комфорт,Кирпич,1 вариант,Нет,10,288,16 319,"2,62 - 3",Нет,2,1,1,105,30,Нет,Нет,Есть,Нет,4,Нет,4,9,,,,,,,,,
45199,Level Причальный,A,II кв. 2024,Бизнес,Монолит-кирпич,1 вариант,Есть,32,454,26 889,"2,79 - 4,44",Нет,1,,1,Нет,99,Нет,Есть,,Нет,3,6,4,,1,Есть,8,7,,5,,,
56489,Жилой комплекс Кубики,B,III кв. 2025,Комфорт,Другое,1 вариант,Нет,5,31,1 291,3,Нет,1,1,1,Нет,17,Нет,Есть,Есть,Нет,1,Нет,Нет,1,,,,,,,,,
55997,ЖК Пальмира 2.0,B,III кв. 2025,Комфорт,Монолит-кирпич,1 вариант,Нет,10,79,3 870,"2,62",Нет,2,2,1,Нет,32,108,Есть,Есть,Нет,1,2,2,6,,,,,,,,,
41361,"""Ручьи""",B,IV кв. 2024,Комфорт,Монолит,1 вариант,Нет,21,355,17 320,"2,55 - 2,67",Нет,1,1,1,Нет,30,66,Есть,Есть,4,4,4,12,6,,,,,2,,,8,
46294,Микрорайон Никольский,B,II кв. 2025,Комфорт,Кирпич,1 вариант,Нет,12,188,9 332,"2,7",Нет,1,,1,Нет,Нет,10,Есть,,Нет,3,Нет,3,,1,Есть,6,,,,,,
51571,Микрорайон Боровое,B,III кв. 2026,Типовой,Блоки,1 вариант,Нет,19,175,9 438,"2,5 - 2,56",Нет,1,,1,Нет,102,156,Есть,,Нет,2,4,Нет,,1,Есть,4,,,,,,
56369,"Жилой комплекс ""Универс"" 3 очередь",Не нормируется,IV кв. 2026,Комфорт,Другое,Нет,Нет,4,Нет,Нет,Нет,Нет,Нет,Нет,Нет,269,Нет,Нет,Нет,Есть,Нет,-,Нет,Нет,8,,,,,,,,,
45589,"г. Таганрог, ул Инструментальная, д. 19-1",B,III кв. 2026,Комфорт,Кирпич,1 вариант,Нет,9,72,4 423,3,Нет,1,1,1,Нет,24,Нет,Есть,Есть,1,2,2,Нет,6,,,,,,,,,
41352,Symphony 34,A,II кв. 2025,Элитный,Монолит-кирпич,1 вариант,Нет,56,1862,102 168,"3 - 6,05",Нет,1,1,1,662,93,Нет,Нет,Есть,21,4,12,32,9,,,,,9,,,8,6
48872,"Микрорайон ""Теплые Края""",C,IV кв. 2025,Комфорт,Монолит-кирпич,1 вариант,Нет,17,224,10 098,"2,82",Есть,2,,3,Нет,28,Нет,Нет,,Нет,3,Нет,4,,2,Есть,3,,,,,,
52106,Жилой комплекс 1799 (ЖК 1799),C,IV кв. 2025,Комфорт,Монолит-кирпич,1 вариант,Есть,11,355,18 332,"2,7",Нет,1,1,1,Нет,108,Нет,Нет,Нет,Нет,4,Нет,6,9,,,,,,,,,
54331,Жилой комплекс НОВЫЙ СВЕТ,C,IV кв. 2025,Комфорт,Монолит-кирпич,1 вариант,Нет,5,140,7 885,"2,74 - 3,34",Нет,3,3,2,Нет,119,44,Нет,Есть,Нет,8,Нет,8,2,,,,,,,,,
52061,"ЖК ""Дом на Набережной""",B,IV кв. 2024,Типовой,Другое,Нет,Нет,11,158,4 134,"2,6",Нет,1,,1,Нет,Нет,Нет,Есть,,1,2,2,Нет,,1,Есть,9,,,,,,
51197,"г. Чита, ул Токмакова, строение 50",B,IV кв. 2024,Типовой,Монолит-кирпич,Нет,Нет,2,Нет,Нет,Нет,Нет,1,,1,58,7,35,Есть,,Нет,-,Нет,Нет,,1,Есть,8,,,,,,
50565,"ЖК ""Румянский""",B,II кв. 2025,Комфорт,Монолит-кирпич,Нет,Нет,26,253,12 558,"2,7 - 3",Нет,1,,1,71,74,85,Нет,,Нет,1,Нет,3,,4,Есть,8,,,,,,
54556,"ЖК ""НОВЫЕ ГОРИЗОНТЫ""",C,I кв. 2026,Комфорт,Монолит-кирпич,Нет,Нет,19,263,9 536,"2,6",Нет,1,Нет,1,Нет,60,30,Есть,Есть,1,1,1,3,8,,,,,,,,,
55911,"Жилой комплекс ""Море""",B,III кв. 2026,Комфорт,Монолит-кирпич,1 вариант,Нет,3,Нет,Нет,Нет,Нет,Нет,Нет,2,Нет,29,Нет,Нет,Есть,Нет,-,Нет,1,1,,,,,,,,,
54537,г. Владикавказ,C,I кв. 2025,Комфорт,Монолит-кирпич,1 вариант,Есть,8,98,5 754,"3,3",Нет,4,2,1,Нет,Нет,Нет,Нет,Есть,Нет,2,2,2,6,,,,,,,,,
50142,"Жилой Комплекс ""Мадера""",C,II кв. 2024,Комфорт,Монолит-кирпич,1 вариант,Нет,9,56,3 232,"2,8",Нет,1,,1,Нет,22,Нет,Есть,,Нет,1,1,1,,1,Есть,4,,,,,,
50676,ЖК МОСТ,A,IV кв. 2025,Комфорт,Монолит-кирпич,1 вариант,Нет,26,325,20 472,"2,73",Нет,1,,1,Нет,10,Нет,Есть,,Нет,2,6,Нет,,1,Есть,8,,,,,,
49586,"ЖК ""Догма Парк""",B,II кв. 2027,Комфорт,Монолит-кирпич,1 вариант,Нет,17,405,16 746,"2,72 - 3,02",Нет,2,,2,Нет,79,Нет,Есть,,Нет,3,6,3,,3,Есть,5,,,,,,
48604,"ЖК ""Догма Парк""",B,II кв. 2027,Комфорт,Монолит-кирпич,1 вариант,Нет,17,270,12 412,"2,72 - 3,02",Нет,4,,2,Нет,88,Нет,Есть,,Нет,2,2,2,,8,Есть,6,,,,,,
56469,"Жилой Комплекс ""Pro.Счастье""",B,IV кв. 2025,Комфорт,Монолит-кирпич,1 вариант,Нет,6,319,9 443,"2,74",Нет,1,1,1,Нет,14,Нет,Нет,Есть,Нет,9,Нет,Нет,6,,,,,,,,,
50363,Селигер Сити,A+,III кв. 2026,Комфорт,Монолит-кирпич,Нет,Есть,40,838,39 171,"2,85",Нет,1,,1,568,Нет,Нет,Есть,,2,2,7,14,,1,Есть,10,6,,5,,,
41099,«Атлас Апарт-отель и СПА»,C,II кв. 2024,Комфорт,Монолит-кирпич,1 вариант,Нет,9,Нет,Нет,Нет,Нет,1,Нет,1,Нет,62,Нет,Нет,Есть,Нет,-,4,1,4,,,,,,,,,
51775,"г. Нальчик, ул Шогенова, корпус 36, блок-секция А",B,III кв. 2024,Типовой,Кирпич,1 вариант,Есть,5,24,1 601,"2,7",Нет,Нет,,1,20,3,Нет,Есть,,Нет,2,Нет,Нет,,Нет,Нет,2,,,,,,
53767,"г. Волжский, улица Волжской Военной Флотилии, д. 96, литера б",B,IV кв. 2024,Типовой,Кирпич,1 вариант,Нет,9,80,4 687,"2,7",Нет,1,1,1,Нет,Нет,49,Есть,Есть,Нет,2,2,Нет,7,,,,,,,,,
44675,Жилой комплекс «МИШИНО»,A+,II кв. 2024,Комфорт,Другое,1 вариант,Нет,6,48,2 459,"3,12 - 3,4",Нет,1,,1,Нет,7,Нет,Есть,,Нет,1,Нет,2,,1,Есть,4,,,,,,
53286,"Жилой комплекс ""Южный Парк""",C,IV кв. 2026,Комфорт,Монолит-кирпич,1 вариант,Есть,10,70,3 033,"2,85",Есть,1,1,Нет,Нет,730,70,Есть,Есть,Нет,1,1,1,6,,,,,,,,,
52616,"ЖК ""Морская миля""",B,III кв. 2025,Комфорт,Другое,1 вариант,Нет,24,770,23 160,"2,55",Нет,2,2,1,Нет,113,Нет,Нет,Есть,Нет,2,4,8,9,,,,,4,,,7,
55459,ЖК Тихий Центр-4,B,IV кв. 2025,Типовой,Кирпич,1 вариант,Нет,10,40,2 070,"2,65",Нет,1,1,1,Нет,156,179,Есть,Есть,Нет,1,Нет,1,8,,,,,1,,,,
47718,"г. Краснодар, литера 2",D,III кв. 2024,Типовой,Кирпич,1 вариант,Нет,3,31,1 277,"2,7",Нет,2,,1,Нет,Нет,15,Есть,,Нет,2,Нет,Нет,,4,Есть,2,,,,,,
51847,"г. Кызыл, ул Кечил-оола, д. 77, блок-секция IV Этап (I-II/III-IV)-9 этажей",A++,I кв. 2026,Типовой,Блоки,1 вариант,Нет,9,142,5 649,"2,7",Нет,4,,1,Нет,Нет,64,Есть,,Нет,3,2,Нет,,3,Есть,7,,,,,,
38471,Дом на Анри,B,III кв. 2024,Комфорт,Кирпич,Нет,Нет,11,108,6 093,"2,69",Нет,1,,1,Нет,32,Нет,Нет,,Нет,2,Нет,4,,1,Есть,7,,,,,,
44193,ЖК Парк Фонтэ (Park Fonte) корпус 30,B,IV кв. 2024,Бизнес,Монолит-кирпич,1 вариант,Есть,3,6,1 528,"3,34",Нет,1,,1,Нет,12,23,Нет,,Нет,6,Нет,Нет,,4,Есть,2,,,,,,
55904,Беринг квартал на Камчатской. ЖР Беринг.,A,IV кв. 2025,Комфорт,Монолит-кирпич,1 вариант,Нет,23,590,29 787,"2,75 - 3,35",Нет,1,1,3,Нет,16,Нет,Нет,Есть,Нет,6,5,8,6,,,,,,,,,
40299,"ЖК""АВИАТОР 2""",B,IV кв. 2025,Комфорт,Монолит-кирпич,1 вариант,Нет,20,228,8 066,"2,55",Нет,1,,1,Нет,85,56,Есть,,1,1,2,2,,1,Есть,4,,,,,,
50307,"ЖК ""Высокие Жаворонки""",B,III кв. 2024,Комфорт,Другое,Нет,Нет,13,363,16 999,"2,7",Нет,4,,2,Нет,74,Нет,Нет,,Нет,6,6,6,,3,Есть,1,,,,,,
39554,"г. Калининград, ул Тихорецкая, д. 2",C,II кв. 2024,Типовой,Монолит-кирпич,1 вариант,Нет,10,269,12 208,"2,7",Нет,1,,1,Нет,64,Нет,Нет,,Нет,6,Нет,6,,1,Есть,8,,,,,,
49046,"г. Нальчик, ул Т.Идарова, д. Б/н",B,I кв. 2026,Комфорт,Монолит-кирпич,1 вариант,Есть,17,334,19 673,3,Нет,2,1,1,Нет,40,40,Нет,Нет,Нет,3,6,6,4,,,,,,,,,
46076,"Жилой комплекс ""ГАГАРИН"" ЖК ""ГАГАРИН""",A+,III кв. 2024,Комфорт,Другое,Нет,Нет,25,264,12 151,"2,82",Нет,Нет,,Нет,Нет,6,Нет,Есть,,Нет,1,2,4,,Нет,Есть,9,,,,,,
32335,Жилой Комплекс Лесной,B,IV кв. 2023,Комфорт,Монолит-кирпич,1 вариант,Есть,4,52,2 956,3,Нет,Нет,,Нет,Нет,Нет,13,Есть,,Нет,2,Нет,Нет,,Нет,Есть,3,,,,6,,
48235,"Жилой комплекс ""Южный парк""",B,II кв. 2025,Комфорт,Монолит-кирпич,1 вариант,Есть,25,576,23 681,"2,76",Есть,2,,8,Нет,46,214,Есть,,Нет,2,4,8,,3,Есть,4,,,,,,
52861,Заречный парк,Не нормируется,III кв. 2025,Типовой,Монолит-кирпич,Нет,Нет,8,Нет,Нет,Нет,Нет,Нет,,Нет,300,Нет,Нет,Нет,,Нет,-,1,Нет,,Нет,Есть,7,,,,,,
47851,"г. Туймазы, ул Российская, д. 1б",B,IV кв. 2024,Типовой,Кирпич,1 вариант,Нет,3,1,193,"2,7",Нет,Нет,,Нет,Нет,Нет,Нет,Нет,,Нет,1,Нет,Нет,,Нет,Нет,7,,,,,,
3313,"г. Курск, ул Кати Зеленко, корпус Автостоянка",C,II кв. 2024,Бизнес,Монолит-кирпич,1 вариант,Нет,2,Нет,Нет,Нет,Нет,1,,1,166,15,Нет,Есть,,Нет,-,Нет,Нет,,1,Есть,8,,,,,,
52205,"ЖК ""СТРИЖИ""",C,I кв. 2027,Комфорт,Монолит-кирпич,1 вариант,Есть,4,35,1 573,"2,7",Нет,1,1,4,Нет,35,Нет,Есть,Нет,Нет,1,Нет,Нет,4,,,,,,,,,
45747,"Микрорайн ""Европейский берег""",B,I кв. 2025,Комфорт,Монолит-кирпич,1 вариант,Нет,27,317,21 316,"2,74 - 3,34",Нет,1,1,2,296,27,Нет,Есть,Есть,6,4,6,12,8,,,,,7,,,,
53522,Квартал В14 корпус 4 СберСити,A+,I кв. 2026,Комфорт,Монолит-кирпич,1 вариант,Нет,11,137,12 195,"3 - 4,4",Нет,2,1,2,Нет,Нет,28,Нет,Нет,Нет,3,3,3,5,,,,,2,,,5,
56258,ЖК Город у моря,B,IV кв. 2024,Комфорт,Другое,1 вариант,Нет,17,255,12 527,"2,5",Нет,1,3,1,Нет,17,Нет,Есть,Есть,Нет,3,3,3,8,,,,,,,,,
35849,"г. Москва, район СВАО, ул Лосиноостровская, корпус 5, вл. 45",B,III кв. 2024,Типовой,Другое,1 вариант,Нет,3,Нет,Нет,Нет,Есть,7,,1,Нет,Нет,Нет,Нет,,Нет,-,Нет,2,,1,Есть,3,2,,9,6,,
55819,"Жилой комплекс ""Европа-Азия""",A,I кв. 2026,Комфорт,Монолит-кирпич,1 вариант,Нет,11,47,2 210,"2,7",Есть,2,2,1,28,14,3,Есть,Нет,Нет,1,Нет,1,8,,,,,,,,,
47932,"Жилой комплекс ""Друзья""",C,III кв. 2025,Комфорт,Монолит-кирпич,1 вариант,Нет,10,152,6 529,"2,85",Есть,3,3,3,Нет,43,677,Есть,Есть,Нет,2,Нет,2,6,,,,,,,,,
49401,"ЖК ""Парк Победы 2""",B,IV кв. 2025,Комфорт,Монолит-кирпич,1 вариант,Нет,10,144,6 128,"2,72",Нет,10,,4,Нет,85,Нет,Нет,,Нет,2,2,2,,14,Есть,7,,,,,,
40206,«Атлас Апарт-отель и СПА»,C,II кв. 2024,Комфорт,Монолит-кирпич,1 вариант,Нет,9,Нет,Нет,Нет,Нет,1,,1,Нет,61,Нет,Нет,,Нет,-,1,1,,Нет,Есть,3,,,,,,
56069,"г. Невинномысск, улица Дунаевского, д. 11В",C,III кв. 2024,Типовой,Кирпич,1 вариант,Нет,7,25,1 330,"2,7",Нет,1,1,1,Нет,20,Нет,Есть,Есть,Нет,1,Нет,Нет,5,,,,,,,,,
43161,Миниполис Серебрица,Не нормируется,II кв. 2026,Типовой,Монолит-кирпич,1 вариант,Нет,8,Нет,Нет,Нет,Есть,Нет,,1,705,10,Нет,Нет,,Нет,-,Нет,2,,Нет,Есть,6,,,,6,,
52422,"г. Гурьевск, ул Калининградское шоссе",C,III кв. 2024,Типовой,Блоки,1 вариант,Нет,6,45,2 573,"2,7",Нет,1,1,1,Нет,Нет,20,Нет,Есть,2,2,Нет,Нет,6,,,,,,,,,
41218,"ЖК ""Облака"" 2-я очередь",Не нормируется,I кв. 2024,Типовой,Другое,1 вариант,Есть,1,Нет,Нет,Нет,Нет,1,2,2,84,Нет,7,Есть,Есть,Нет,-,Нет,Нет,8,,,,,,,,,
51929,City Bay,A,I кв. 2027,Бизнес,Монолит-кирпич,1 вариант,Нет,1,Нет,Нет,Нет,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,,Нет,-,Нет,Нет,,Нет,Нет,7,5,,9,,,
55784,"ЖК ""Скандинавия""",A,II кв. 2024,Типовой,Другое,1 вариант,Нет,1,1,67,"2,65",Нет,1,1,1,Нет,2,2,Есть,Есть,Нет,1,Нет,Нет,1,,,,,,,,,
48467,"г. Иркутск, блок-секция 10",B,IV кв. 2025,Комфорт,Монолит-кирпич,1 вариант,Нет,18,114,7 164,"2,79 - 3,44",Нет,1,,2,Нет,20,10,Есть,,Нет,1,1,1,,1,Есть,8,,,,,,
49995,"""Березки-3"" дом 14",A,IV кв. 2024,Типовой,Кирпич,1 вариант,Есть,2,30,2 102,"3,01",Есть,Нет,Нет,1,Нет,6,Нет,Нет,Есть,Нет,30,Нет,Нет,1,,,,,,,,,
56331,"Жилой комплекс ""Атмосфера""",B,III кв. 2026,Комфорт,Кирпич,1 вариант,Нет,18,400,17 024,"2,7",Нет,1,1,1,Нет,94,Нет,Есть,Есть,Нет,4,3,3,4,,,,,,,,,
45183,"ЖК ""FOUR PREMIERS""",B,IV кв. 2025,Бизнес,Монолит-кирпич,1 вариант,Нет,26,414,21 695,"2,8",Нет,1,,1,Нет,Нет,Нет,Есть,,6,3,7,3,,Нет,Есть,9,,,,,,
51627,"КМ Анкудиновский Парк, дом №44",B,III кв. 2024,Комфорт,Другое,1 вариант,Нет,26,288,13 834,"2,65",Нет,1,,1,Нет,6,166,Нет,,Нет,1,2,2,,1,Есть,4,1,,,,,
51372,"ЖК ""Истрия"" 2 дом-II этап",B,IV кв. 2024,Комфорт,Монолит-кирпич,1 вариант,Нет,10,170,9 254,"2,7",Нет,1,,1,36,Нет,24,Нет,,Нет,4,Нет,4,,2,Есть,9,,,,,,
55017,"г. Новосибирск, район Октябрьский",B,IV кв. 2025,Комфорт,Кирпич,1 вариант,Нет,9,72,4 345,"2,7",Нет,2,1,2,Нет,22,Нет,Есть,Есть,Нет,2,Нет,2,5,,,,,6,,,,
55665,ЖК ХОРОШЕЕ РЕШЕНИЕ,B,II кв. 2025,Типовой,Панель,1 вариант,Нет,11,88,3 083,"2,8",Нет,1,1,1,Нет,Нет,Нет,Нет,Нет,Нет,1,1,Нет,7,,,,,,,,,
55587,"г. Магнитогорск, ш Западное, д. 444а, корпус 5, вл. дом",B,IV кв. 2024,Комфорт,Кирпич,1 вариант,Нет,4,36,2 097,"2,6",Нет,1,1,1,Нет,13,Нет,Нет,Есть,Нет,2,Нет,Нет,6,,,,,,,,,
55331,"ЖИЛОЙ КВАРТАЛ ""ШАЛФЕЙ""",A++,I кв. 2026,Комфорт,Монолит-кирпич,1 вариант,Нет,13,91,4 456,"2,8",Нет,2,2,1,Нет,Нет,468,Нет,Есть,Нет,1,1,1,7,,,,,,,,,
